procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 25755100  99852 3327084    0    0    53    19  227  685  5  2 93  0  0
 6  0      0 24003728 100168 5018456    0    0 102926   525 8602 12951  8  3 88  1  0
 3  0      0 23890708 100552 5084956    0    0  4791  4883 5642 13343  8  3 89  0  0
 1  0      0 23945836 100608 5077688    0    0     8    79 5272 27508  7  2 91  0  0
 4  0      0 23953660 100792 5099828    0    0     0   333 4517 8671  4  1 94  0  0
 0  0      0 23914232 100980 5080888    0    0   111   185 3313 7105  3  1 96  0  0
 2  0      0 23942404 101068 5080260    0    0     0   109 2441 4649  2  1 97  0  0
 0  0      0 23927212 101148 5082432    0    0   143    95 2389 5036  2  1 97  0  0
 0  0      0 23911512 101320 5081132    0    0     0   177 3552 8134  4  1 95  0  0
 0  0      0 23895904 101420 5091152    0    0     2   105 2442 5632  2  1 97  0  0
 2  0      0 23925168 101564 5089240    0    0     0   183 1729 3383  1  1 98  0  0
 2  0      0 23873164 101740 5110816    0    0    34   133 3349 6318  3  1 95  0  0
 0  0      0 23849884 101868 5084620    0    0     0   692 5013 7650  5  1 94  0  0
 1  0      0 23753924 101976 5083392    0    0     0  1343 3616 7179  4  1 95  0  0
 0  0      0 23925004 102088 5058100    0    0     0  1926 2624 4700  2  1 96  0  0
 1  0      0 23962888 102296 5049124    0    0     0   147 3268 5652  3  1 96  0  0
 0  0      0 23924188 102408 5054008    0    0     0   106 1592 2736  1  1 98  0  0
 8  0      0 23968484 102496 5058508    0    0     0    83 2357 4424  2  1 96  0  0
 0  0      0 23861552 102808 5059104    0    0     9   208 5032 8596  5  2 93  0  0
 1  0      0 23894276 102920 5050288    0    0     0   111 2596 6430  2  1 97  0  0
 1  0      0 23917100 103148 5051312    0    0    28   200 2904 8248  3  1 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 23870244 103320 5055712    0    0     1   183 2982 7704  3  1 96  0  0
 2  0      0 23844244 103568 5067904    0    0     0   209 3877 10452  5  1 94  0  0
 4  0      0 23906408 103696 5061864    0    0     0   125 2407 5983  3  1 96  0  0
 1  0      0 23853980 104020 5050788    0    0     7   307 3634 9602  4  1 94  0  0
 0  0      0 23889132 104212 5062936    0    0     0   189 4303 9747  4  1 94  0  0
 2  0      0 23761108 104292 5086776    0    0     0   156 6436 23269 10  2 88  0  0
 1  0      0 23877560 104400 5186720    0    0    68   148 7030 23255  9  2 89  0  0
 0  0      0 23873000 104700 5185320    0    0     6   465 5946 18590  6  2 92  0  0
 1  0      0 23920816 104788 5169244    0    0     0   151 5068 16504  6  2 92  0  0
 0  0      0 23919472 104876 5160564    0    0     0   171 6174 21049  7  2 91  0  0
 0  0      0 23950712 104916 5149288    0    0     0   124 5030 16848  6  2 93  0  0
 2  0      0 23925676 104972 5149204    0    0     0   135 6242 21170  7  2 91  0  0
 1  0      0 23915184 105060 5152084    0    0     0   109 4966 16528  6  2 92  0  0
 1  0      0 23881580 105124 5174756    0    0     0   126 6036 20627  7  2 91  0  0
 5  0      0 23842220 105152 5196664    0    0     6   138 4951 15783  7  2 91  0  0
 1  0      0 23823408 105304 5200996    0    0     0   199 5563 18427  7  2 91  0  0
 6  0      0 23839760 105344 5197940    0    0     0   110 4987 16097  7  2 92  0  0
 2  0      0 23823352 105448 5201200    0    0     0   122 5556 18179  7  2 91  0  0
 1  0      0 23835576 105492 5192904    0    0     0   101 4937 16077  7  2 91  0  0
 3  0      0 23826452 105564 5198664    0    0     0   139 5289 17130  7  2 91  0  0
 0  0      0 23804940 105632 5193748    0    0     0   110 5053 16216  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 23797948 105712 5197812    0    0     0   143 5209 16968  7  2 91  0  0
 1  0      0 23814936 105784 5194080    0    0     0   107 5214 16649  7  2 91  0  0
 0  0      0 23798800 105840 5173620    0    0     9   143 4795 15132  5  2 93  0  0
 3  0      0 23828616 105928 5154204    0    0     0   174 5375 17400  6  2 92  0  0
 1  0      0 23856980 105992 5139420    0    0     0   112 4842 15749  7  2 91  0  0
 0  0      0 23831872 106056 5159284    0    0     0    93 5698 18821  8  2 90  0  0
 6  0      0 23871180 106152 5140472    0    0     0   124 3872 12028  5  2 93  0  0
 0  0      0 23817436 106224 5148536    0    0     0   107 5451 17669  7  2 91  0  0
 1  0      0 23825476 106304 5142452    0    0     0   185 5149 16488  7  2 91  0  0
 0  0      0 23858472 106344 5132724    0    0     0   117 5305 17509  7  2 91  0  0
 2  0      0 23851192 106452 5141672    0    0   190   459 4908 16146  6  2 92  0  0
 1  0      0 23781104 106556 5187324    0    0     0   160 5540 18623  7  2 91  0  0
 1  0      0 23766480 106676 5170888    0    0     0   172 6657 20950  9  2 89  0  0
 2  0      0 23804744 106736 5160688    0    0     3   113 5845 20728  8  2 90  0  0
 1  0      0 23764384 106800 5174224    0    0     0   128 5953 19509  8  2 90  0  0
 0  0      0 23782168 106868 5151052    0    0     0   120 5784 19097  7  2 90  0  0
 0  0      0 23739472 106948 5171980    0    0     3   157 5079 16681  6  2 92  0  0
 1  0      0 23797204 107004 5147152    0    0     0   130 5681 18318  7  2 91  0  0
 2  0      0 23793756 107044 5150212    0    0     0    69 4601 14754  5  2 93  0  0
 0  0      0 23794460 107132 5149256    0    0     0   132 5485 19107  7  2 91  0  0
 1  0      0 23774344 107180 5151828    0    0     0   105 4586 14766  6  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 23780208 107212 5149456    0    0     0    73 5664 18647  7  2 90  0  0
 0  0      0 23763804 107276 5152840    0    0     0   140 4673 14980  6  2 92  0  0
 4  0      0 23777192 107332 5147536    0    0     0    73 5748 18798  7  2 91  0  0
 0  0      0 23776720 107420 5146988    0    0     0   132 4664 15080  6  2 93  0  0
 2  0      0 23766708 107476 5148572    0    0     0   109 5583 18554  7  2 91  0  0
 0  0      0 23765940 107548 5148404    0    0     0    90 4709 15243  6  2 92  0  0
 2  0      0 23779368 107628 5149136    0    0     0   147 5460 18142  7  2 91  0  0
 1  0      0 23747008 107668 5148668    0    0     0   103 2086 5138  2  1 97  0  0
 7  0      0 23708072 107724 5171184    0    0     0   106 2034 4533  2  1 97  0  0
 1  0      0 23715552 107812 5160248    0    0     0   213 5739 18615  7  2 91  0  0
 1  0      0 23759456 107892 5145572    0    0     0   136 4669 14849  6  2 92  0  0
 4  0      0 23748896 107956 5149364    0    0     0   117 5570 18217  7  2 91  0  0
 3  0      0 23724896 108004 5165772    0    0     0    97 5081 17066  6  2 92  0  0
 0  0      0 23747720 108060 5149820    0    0     0   109 5745 19281  7  2 91  0  0
 4  0      0 23772412 108116 5141344    0    0     0   100 4454 14067  6  2 93  0  0
 1  0      0 23759572 108164 5141752    0    0     0   120 5710 18618  7  2 90  0  0
 0  0      0 23818428 108236 5137892    0    0     0   109 4672 15229  5  2 93  0  0
 2  0      0 23808124 108316 5137496    0    0     0   129 5633 19354  7  2 91  0  0
 2  0      0 23798952 108372 5137592    0    0     0    72 4595 15199  5  2 93  0  0
 1  0      0 23799128 108436 5138176    0    0     0   127 5603 18503  7  2 91  0  0
