2024-04-30 11:17:11 [1714493831] : running TPC-DS benchmark
2024-04-30 11:17:11 [1714493831] : running queries defined in TPC-DS benchmark
2024-04-30 11:17:11 [1714493831] :   running query 2
2024-04-30 11:17:12 [1714493832] :     query 2 finished OK (1 seconds)
2024-04-30 11:17:12 [1714493832] :   running query 3
2024-04-30 11:17:13 [1714493833] :     query 3 finished OK (1 seconds)
2024-04-30 11:17:13 [1714493833] :   running query 5
2024-04-30 11:17:15 [1714493835] :     query 5 finished OK (1 seconds)
2024-04-30 11:17:15 [1714493835] :   running query 6
2024-04-30 11:17:16 [1714493836] :     query 6 finished OK (1 seconds)
2024-04-30 11:17:16 [1714493836] :   running query 7
2024-04-30 11:17:17 [1714493837] :     query 7 finished OK (1 seconds)
2024-04-30 11:17:17 [1714493837] :   running query 8
2024-04-30 11:17:18 [1714493838] :     query 8 finished OK (1 seconds)
2024-04-30 11:17:18 [1714493838] :   running query 9
2024-04-30 11:17:20 [1714493840] :     query 9 finished OK (1 seconds)
2024-04-30 11:17:20 [1714493840] :   running query 10
2024-04-30 11:17:28 [1714493848] :     query 10 finished OK (4 seconds)
2024-04-30 11:17:28 [1714493848] :   running query 12
2024-04-30 11:17:29 [1714493849] :     query 12 finished OK (1 seconds)
2024-04-30 11:17:29 [1714493849] :   running query 13
2024-04-30 11:17:31 [1714493851] :     query 13 finished OK (1 seconds)
2024-04-30 11:17:31 [1714493851] :   running query 14
2024-04-30 11:17:55 [1714493875] :     query 14 finished OK (14 seconds)
2024-04-30 11:17:55 [1714493875] :   running query 15
2024-04-30 11:17:57 [1714493877] :     query 15 finished OK (1 seconds)
2024-04-30 11:17:57 [1714493877] :   running query 16
2024-04-30 11:17:58 [1714493878] :     query 16 finished OK (1 seconds)
2024-04-30 11:17:58 [1714493878] :   running query 17
2024-04-30 11:17:59 [1714493879] :     query 17 finished OK (1 seconds)
2024-04-30 11:17:59 [1714493879] :   running query 18
2024-04-30 11:18:01 [1714493881] :     query 18 finished OK (1 seconds)
2024-04-30 11:18:01 [1714493881] :   running query 19
2024-04-30 11:18:02 [1714493882] :     query 19 finished OK (1 seconds)
2024-04-30 11:18:02 [1714493882] :   running query 20
2024-04-30 11:18:03 [1714493883] :     query 20 finished OK (1 seconds)
2024-04-30 11:18:03 [1714493883] :   running query 21
2024-04-30 11:18:04 [1714493884] :     query 21 finished OK (1 seconds)
2024-04-30 11:18:04 [1714493884] :   running query 22
2024-04-30 11:18:12 [1714493892] :     query 22 finished OK (4 seconds)
2024-04-30 11:18:12 [1714493892] :   running query 23
2024-04-30 11:18:15 [1714493895] :     query 23 finished OK (2 seconds)
