procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 19721180 340960 8820840    0    0     5    12    6   12  2  1 98  0  0
 1  0      0 19714248 341128 8811680    0    0     0   171 5456 6525  7  1 93  0  0
 3  0      0 19631084 341224 8875568    0    0     0   111 5561 4315  6  0 94  0  0
 1  0      0 19640424 341296 8867168    0    0     0   110 4918 6814  6  1 93  0  0
 2  0      0 19610460 341360 8888592    0    0     0    78 3607 10003  6  1 93  0  0
 1  0      0 19646612 341384 8853672    0    0     0    67 2460 5922  6  0 93  0  0
 1  0      0 19652160 341420 8852756    0    0     0    87 2519 6342  6  0 93  0  0
 1  0      0 19648524 341452 8847740    0    0     0    91 2361 5324  6  0 94  0  0
 2  0      0 19608860 341512 8853972    0    0     0   108 2345 5607  6  0 94  0  0
 1  0      0 19420148 341560 8980628    0    0     0  4263 4473 8787  9  1 90  0  0
 2  0      0 19654272 341596 8847724    0    0     0    95 3734 7699  6  2 92  0  0
 3  0      0 19670588 341648 8849808    0    0     0   379 3439 7148  5  2 93  0  0
 3  0      0 19546244 341756 8918864    0    0     0   186 5258 12401 10  2 89  0  0
 0  0      0 19650160 341820 8856860    0    0     0   108 4934 10672  9  2 89  0  0
 1  0      0 19522248 341912 8934792    0    0     0   117 7915 5763  6  1 94  0  0
 0  0      0 19672104 341972 8839072    0    0     0  4327 6530 9983  6  1 93  0  0
 3  0      0 19625564 342060 8878572    0    0     0   136 5992 14617  8  2 90  0  0
 3  0      0 19615960 342120 8878604    0    0     0   130 4339 11142  7  2 91  0  0
 1  0      0 19599240 342164 8872356    0    0     0   487 3798 9893  6  2 92  0  0
 2  0      0 19676640 342280 8838096    0    0     0   166 5474 9751  8  2 91  0  0
 2  0      0 19674212 342348 8833196    0    0     0  2695 5292 11433  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 19669364 342396 8824060    0    0     0    98 8658 5331  6  1 94  0  0
 1  0      0 19652364 342452 8831988    0    0     0    78 8650 6242  6  1 93  0  0
 2  0      0 19669312 342532 8823344    0    0     0   101 8698 6007  6  1 93  0  0
 2  0      0 19657872 342616 8835472    0    0     0   137 6633 7372  5  1 94  0  0
 1  0      0 19450808 342668 9009204    0    0     0   104 4615 14311  7  2 91  0  0
 2  0      0 19440556 342720 9021976    0    0     0 11507 3023 6288  6  1 93  0  0
 6  0      0 19679292 342804 8827204    0    0     0   303 5974 8090  6  1 93  0  0
 1  0      0 19603892 342864 8847152    0    0     0   131 2207 5866  2  1 97  0  0
 1  0      0 19650488 342936 8849516    0    0     0   128 2263 5987  2  1 97  0  0
 0  0      0 19699884 342948 8827376    0    0     0    65 2160 4837  2  1 98  0  0
 0  0      0 19655452 343016 8843480    0    0     0    89 3383 9349  3  2 96  0  0
 0  0      0 19666732 343044 8842656    0    0     0    60 2387 6792  2  1 97  0  0
 1  0      0 19629376 343140 8843240    0    0     0    72 2722 5320  3  1 96  0  0
 0  0      0 19679416 343188 8810004    0    0     0    46 1632 3933  2  1 98  0  0
 0  0      0 19685560 343240 8809896    0    0     0  1692 1706 4014  1  1 98  0  0
 0  0      0 19657976 343348 8820316    0    0     1    71 2282 5982  3  1 96  0  0
 3  0      0 19648204 343376 8824540    0    0     0    55 2739 7628  3  1 96  0  0
 0  0      0 19653784 343448 8815460    0    0     0   114 2289 4700  2  1 97  0  0
 1  0      0 19649096 343504 8814124    0    0     0    83 2442 5994  2  1 97  0  0
